DATALOGGER N. 11028
              
              
	DATE    	TIME  	T1	T2	T3	T4	DI1	DI2	DI3	DI4	DO1	DO2	POn	T.c          
 236 	19/04/2005	20:30	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 237 	19/04/2005	21:00	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 238 	19/04/2005	21:30	 0,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 239 	19/04/2005	22:00	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 240 	19/04/2005	22:30	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 241 	19/04/2005	23:00	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 242 	19/04/2005	23:30	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 243 	20/04/2005	00:00	 0,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 244 	20/04/2005	00:30	 1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 245 	20/04/2005	01:00	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 246 	20/04/2005	01:30	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 247 	20/04/2005	02:00	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 248 	20/04/2005	02:30	-1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 249 	20/04/2005	03:00	 1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 250 	20/04/2005	03:30	 1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 	 POn 	   
 251 	20/04/2005	04:00	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 252 	20/04/2005	04:30	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 253 	20/04/2005	05:00	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 254 	20/04/2005	05:30	 0 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 255 	20/04/2005	06:00	 1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 256 	20/04/2005	06:30	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 257 	20/04/2005	07:00	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 258 	20/04/2005	07:30	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 259 	20/04/2005	08:00	 1 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 260 	20/04/2005	08:30	 0,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 261 	20/04/2005	09:00	 1,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 262 	20/04/2005	09:30	 2 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 263 	20/04/2005	10:00	 2,5 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 264 	20/04/2005	10:30	 1,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 265 	20/04/2005	11:00	 0,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 266 	20/04/2005	11:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 267 	20/04/2005	12:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 268 	20/04/2005	12:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 269 	20/04/2005	13:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 270 	20/04/2005	13:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 271 	20/04/2005	14:00	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 272 	20/04/2005	14:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 273 	20/04/2005	15:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 274 	20/04/2005	15:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 275 	20/04/2005	16:00	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 276 	20/04/2005	16:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 277 	20/04/2005	17:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 278 	20/04/2005	17:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 279 	20/04/2005	18:00	 0 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 280 	20/04/2005	18:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 281 	20/04/2005	19:00	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 282 	20/04/2005	19:30	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 283 	20/04/2005	20:00	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 284 	20/04/2005	20:30	-1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 285 	20/04/2005	21:00	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 286 	20/04/2005	21:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 287 	20/04/2005	22:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 288 	20/04/2005	22:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 289 	20/04/2005	23:00	 2 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 290 	20/04/2005	23:30	 0 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 291 	21/04/2005	00:00	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 292 	21/04/2005	00:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 293 	21/04/2005	01:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 294 	21/04/2005	01:30	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 295 	21/04/2005	02:00	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 296 	21/04/2005	02:30	 0,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 297 	21/04/2005	03:00	 1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 298 	21/04/2005	03:30	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 299 	21/04/2005	04:00	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 300 	21/04/2005	04:30	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 301 	21/04/2005	05:00	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 302 	21/04/2005	05:30	 0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 303 	21/04/2005	06:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 304 	21/04/2005	06:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 305 	21/04/2005	07:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 306 	21/04/2005	07:30	 2 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 307 	21/04/2005	08:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 308 	21/04/2005	08:30	 0,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 309 	21/04/2005	09:00	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 310 	21/04/2005	09:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 311 	21/04/2005	10:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 312 	21/04/2005	10:30	 2 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 313 	21/04/2005	11:00	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 314 	21/04/2005	11:30	 0,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 315 	21/04/2005	12:00	 1 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 316 	21/04/2005	12:30	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 317 	21/04/2005	13:00	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 318 	21/04/2005	13:30	 2 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 319 	21/04/2005	14:00	 0 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 320 	21/04/2005	14:30	 0,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 321 	21/04/2005	15:00	 9 	 9,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 322 	21/04/2005	15:30	-1 	 6 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 323 	21/04/2005	16:00	 1,5 	 4,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 324 	21/04/2005	16:30	 2 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 325 	21/04/2005	17:00	-1 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 326 	21/04/2005	17:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 327 	21/04/2005	18:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 328 	21/04/2005	18:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 329 	21/04/2005	19:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 330 	21/04/2005	19:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 331 	21/04/2005	20:00	 0,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 332 	21/04/2005	20:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 333 	21/04/2005	21:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 334 	21/04/2005	21:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 335 	21/04/2005	22:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 336 	21/04/2005	22:30	-1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 337 	21/04/2005	23:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 338 	21/04/2005	23:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 339 	22/04/2005	00:00	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 340 	22/04/2005	00:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 341 	22/04/2005	01:00	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 342 	22/04/2005	01:30	-0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 343 	22/04/2005	02:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 344 	22/04/2005	02:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 345 	22/04/2005	03:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 346 	22/04/2005	03:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 347 	22/04/2005	04:00	 2 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 348 	22/04/2005	04:30	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 349 	22/04/2005	05:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 350 	22/04/2005	05:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 351 	22/04/2005	06:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 352 	22/04/2005	06:30	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 353 	22/04/2005	07:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 354 	22/04/2005	07:30	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 355 	22/04/2005	08:00	 1 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 356 	22/04/2005	08:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 357 	22/04/2005	09:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 358 	22/04/2005	09:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 359 	22/04/2005	10:00	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 360 	22/04/2005	10:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 361 	22/04/2005	11:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 362 	22/04/2005	11:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 363 	22/04/2005	12:00	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 364 	22/04/2005	12:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 365 	22/04/2005	13:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 366 	22/04/2005	13:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 367 	22/04/2005	14:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 368 	22/04/2005	14:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 369 	22/04/2005	15:00	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 370 	22/04/2005	15:30	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 371 	22/04/2005	16:00	 0,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 372 	22/04/2005	16:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 373 	22/04/2005	17:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 374 	22/04/2005	17:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 375 	22/04/2005	18:00	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 376 	22/04/2005	18:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 377 	22/04/2005	19:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 378 	22/04/2005	19:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 379 	22/04/2005	20:00	 2 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 380 	22/04/2005	20:30	-1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 381 	22/04/2005	21:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 382 	22/04/2005	21:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 383 	22/04/2005	22:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 384 	22/04/2005	22:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 385 	22/04/2005	23:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 386 	22/04/2005	23:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 387 	23/04/2005	00:00	 0,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 388 	23/04/2005	00:30	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 389 	23/04/2005	01:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 390 	23/04/2005	01:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 391 	23/04/2005	02:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 392 	23/04/2005	02:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 393 	23/04/2005	03:00	-1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 394 	23/04/2005	03:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 395 	23/04/2005	04:00	 1 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 396 	23/04/2005	04:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 397 	23/04/2005	05:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 398 	23/04/2005	05:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 399 	23/04/2005	06:00	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 400 	23/04/2005	06:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 401 	23/04/2005	07:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 402 	23/04/2005	07:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 403 	23/04/2005	08:00	 0 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 404 	23/04/2005	08:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 405 	23/04/2005	09:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 406 	23/04/2005	09:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 407 	23/04/2005	10:00	 2,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 408 	23/04/2005	10:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 409 	23/04/2005	11:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 410 	23/04/2005	11:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 411 	23/04/2005	12:00	 2,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 412 	23/04/2005	12:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 413 	23/04/2005	13:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 414 	23/04/2005	13:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 415 	23/04/2005	14:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 416 	23/04/2005	14:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 417 	23/04/2005	15:00	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 418 	23/04/2005	15:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 419 	23/04/2005	16:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 420 	23/04/2005	16:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 421 	23/04/2005	17:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 422 	23/04/2005	17:30	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 423 	23/04/2005	18:00	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 424 	23/04/2005	18:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 425 	23/04/2005	19:00	 2,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 426 	23/04/2005	19:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 427 	23/04/2005	20:00	 1 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 428 	23/04/2005	20:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 429 	23/04/2005	21:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 430 	23/04/2005	21:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 431 	23/04/2005	22:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 432 	23/04/2005	22:30	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 433 	23/04/2005	23:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 434 	23/04/2005	23:30	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 435 	24/04/2005	00:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 436 	24/04/2005	00:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 437 	24/04/2005	01:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 438 	24/04/2005	01:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 439 	24/04/2005	02:00	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 440 	24/04/2005	02:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 441 	24/04/2005	03:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 442 	24/04/2005	03:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 443 	24/04/2005	04:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 444 	24/04/2005	04:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 445 	24/04/2005	05:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 446 	24/04/2005	05:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 447 	24/04/2005	06:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 448 	24/04/2005	06:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 449 	24/04/2005	07:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 450 	24/04/2005	07:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 451 	24/04/2005	08:00	-1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 452 	24/04/2005	08:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 453 	24/04/2005	09:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 454 	24/04/2005	09:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 455 	24/04/2005	10:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 456 	24/04/2005	10:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 457 	24/04/2005	11:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 458 	24/04/2005	11:30	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 459 	24/04/2005	12:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 460 	24/04/2005	12:30	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 461 	24/04/2005	13:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 462 	24/04/2005	13:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 463 	24/04/2005	14:00	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 464 	24/04/2005	14:30	-0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 465 	24/04/2005	15:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 466 	24/04/2005	15:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		          
 467 	24/04/2005	16:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 468 	24/04/2005	16:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 469 	24/04/2005	17:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 470 	24/04/2005	17:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
